,Unnamed: 0,sentence,filename,cluster
0,0,b.“ doo m. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
1,1,a u odsustvu ovlašćenog predstavnika oštećene fabrike „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
2,2,donio je i javno objavio dana 29.06.2011. godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
3,3,p r e s u d u i prema optuženima: 1. a. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
4,4,od oca dž.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
5,5,i majke d.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
6,6,rođenom … godine u k.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
7,7,sa prebivalištem u naselju r.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
8,8,ocu troje djece,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
9,9,školu nije učio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
10,10,srednjeg imovnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
11,11,neosuđivanom i 2. b. h.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
12,12,od oca r. i majke lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
13,13,rođenom … godine u p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
14,14,sa prebivalištem u naselju r.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
15,15,školu nije učio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
16,16,srednjeg imovnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
17,17,neosuđivanom odbija se optužba da su: dana 07.12.2010. godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
18,18,oko 22:10 časova,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
19,19,u naselju r. u b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
20,20,po prethodnom dogovoru,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
21,21,"zajedno obili pomoćni objekat fabrike ""k.""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
22,22,na način što su upotrebom fizičke snage,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
23,23,razvalili vrata pomoćnog objekta fabrike,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
24,24,ušli u unutrašnjost istog i pokušali da oduzmu metalne djelove,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
25,25,u namjeri da njihovim prisvajanjem sebi pribave protiv pravnu imovinsku korist,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
26,26,u čemu su spriječeni od strane šefa obezbedjenja ž. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
27,27,- čime bi izvršili krivično djelo teška kradja u pokušaju iz čl 240 st. 1 tač 1 krivičnog zakonika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
28,28,u vezi sa čl 20 krivičnog zakonika.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
29,29,usled odustanka odt-a berane od optužbe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
30,30,na osnovu čl 362 tač 1 zkp-a.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
31,31,ii optuženi a. š. i b. h.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
32,32,oslobadjaju se od optužbe da su: u isto vrijeme i na istom mjestu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
33,33,kao pod stavom i izreke presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
34,34,po prethodnom dogovoru,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
35,35,"zajedno obili pomoćni objekat fabrike ""b.",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
36,36,"na način što su sa prozora pomoćnog objekta fabrike ""b.",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
37,37,upotrebom fizičke snage skinuli metalnu rešetku i napravili otvor dimenzija 0,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
38,38,5 x 1,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
39,39,"potom podesnim sredstvom - bonsekom prerezali katanac sa vrata pomoćnog objekta fabrike ""b.",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
40,40,u kome su se nalazile metalne šipke i bakarni kablovi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
41,41,u namjeri da njihovim prisvajanjem sebi pribave protiv pravnu imovinsku korist,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
42,42,"zatim su primijetivši stražara r. m. pobjegli u pravcu fabrike ""k.""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
43,43,- čime bi kao saizvršioci izvršili krivično djelo teška kradja u pokušaju iz čl 240 st. 1 tač1 krivičnog zakonika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
44,44,u vezi sa čl 20 krivičnog zakonika.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
45,45,- pošto nije dokazano da su izvršili krivično djelo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
46,46,koje im je optužnicom stavljeno na teret,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
47,47,na osnovu čl 363 tač 3 zkp-a.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
48,48,troškovi krivičnog postupka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
49,49,padaju na teret budžetskih sredstava ovog suda na osnovu čl 203 st.1 zkp-a.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
50,50,ovlašćeni predstavnik oštećene fabrike „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
51,51,nije pristupio na glavni pretres zakazan za 29.06.2011. godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
52,52,iako je uredno pozvan i upozoren na posledice nedolaska,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
53,53,te obzirom da je odt berane odustao od krivičnog gonjenja optuženih,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
54,54,smatra se da oštećeni nije voljan da produži gonjenje u smislu čl 293 st. 4 zkp-a.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
55,55,optuženi a. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
56,56,u svojoj odbrani,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
57,57,datoj tokom postupka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
58,58,negirao je izvršenje krivičnog djela i krivicu i istakao da je bio u potpuno pijanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
59,59,sjeća se samo da je prolazio nekim putem i da su ušli u fabriku papira b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
60,60,a nije mogao da se sjeti kako su ušli u fabriku.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
61,61,nijesu imali nikakvu alatku u rukama.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
62,62,ni on ni optuženi b. h. nijesu rezali nikakav katanac i on je spavao kada je došla policija.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
63,63,ništa nijesu uzeli iz fabrike.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
64,64,kad je došla policija mislio je da je kući,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
65,65,a te večeri nije primijetio radnika obezbeđenja.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
66,66,na pretresu je dodao da nijesu imali bonsek i da nijesu rezali katanac,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
67,67,niti su razbijali vrata.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
68,68,ne zna tačno gdje je nađen bonsek.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
69,69,njima je rečeno da li je to njihov bonsek,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
70,70,a oni su kazali da nije.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
71,71,optuženi b. h. u svojoj odbrani,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
72,72,datoj tokom postupka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
73,73,negirao je izvršenje krivičnog djela i krivicu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
74,74,istakao je da je predmetnog dana šetao sa optuženim a. š. i ušli su u krug fabrike „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
75,75,kada je stražar pozvao policiju.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
76,76,iz fabrike nijesu ništa oduzeli,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
77,77,niti pravili bilo kakav otvor na prozoru,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
78,78,niti su bonsekom rezali katanac.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
79,79,odmah nakon što su ušli u krug fabrike,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
80,80,stražar ih je primijetio.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
81,81,na pretresu je dodao da su toga dana bili pijani,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
82,82,a u upravi policije nijesu alkotestirani.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
83,83,b. koji su im oduzeli nije bio njihov i isti nijesu koristili.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
84,84,u krug fabrike su došli,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
85,85,jer su bili pijani i čim su tamo ušli,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
86,86,stražar je zvao policiju.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
87,87,nije mu poznato ko je polomio vrata pomoćnog objekta fabrike „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
88,88,niti ko je rezao katanac na pomoćnim objektima fabrike „b.“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
89,89,u završnoj riječi je istakao da nije i kriv i da nije izvršio krivično djelo za koje ga tereti ponomoćnik oštećene fabrike papira „n.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
90,90,sud je prihvatio odbrane optuženih,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
91,91,obzirom da izvedenim dokazima nije utvrđeno da su dva lica koja je svjedok r. m. primijetio u objektu fabrike „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
92,92,isti je čak naveo da optuženi ne liče na ta lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
93,93,koja su iz fabrike pobjegla trčećim korakom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
94,94,a na osnovu iskaza svjedoka n. s.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
95,95,v. b. i m. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
96,96,utvrđeno je da su optuženi bili u pijanom stanju i da optuženi a. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
97,97,čak nije mogao ni da hoda.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
98,98,kako nije dokazano da su optuženi a. š. i b. h.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
99,99,"zajedno obili pomoćni objekat fabrike ""b.“",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
100,100,u namjeri pribavljanja protiv pravne imovinske koristi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
101,101,to ih je oslobodio od optužbe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
102,102,pravnog sledbenika fabrike „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
103,103,vlasnik r. g.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
104,104,u svojoj izjavi datoj tokom postupka je istakao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
105,105,da mu nijesu poznate neposredne činjenice u vezi krivičnog djela,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
106,106,koje se stavljaju na treret optuženima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
107,107,jer iste ne poznaje i nije bio prisutan predmetnog dana,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
108,108,a sjutradan je saznao da je pokušana krađa.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
109,109,prije izvjesnog vremena iz kruga fabrike su nestale izvjesne količine kablova i bakarnih šina,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
110,110,a on nema saznanja ko je izvršilac te krađe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
111,111,te da li se radi o optuženima.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
112,112,nije mogao da se izjasni da li je predmetne večeri nešto otuđeno iz fabrike i u kojim količinama.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
113,113,svjedok r. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
114,114,u svojoj izjavi datoj tokom postupka je istakao da je radnik obezbjeđenja opštine berane,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
115,115,koji radi na obezbjeđenju fabrike,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
116,116,čija je polovina pripala opštini,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
117,117,a druga polovina je „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
118,118,vlasništvo r. g. i da je predmetne večeri prilikom obilaska pogona,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
119,119,čuo sa udaljenosti od 50 metara,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
120,120,da neko kucanjem pokušava da odvali metalne djelove ograde od pogona papira.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
121,121,sa udaljenosti od 10 metara pozvao je policiju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
122,122,koji su nakon 20 minuta došli.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
123,123,nejasno je vidio siluete dva lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
124,124,a nakon toga još jednog lica.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
125,125,nije prepoznao lica koja su pokušalavala da uđu u pogon,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
126,126,a po odjeći i po pokretima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
127,127,zaključio je da se radi o licima romske nacionalnosti.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
128,128,optužene š. i h. ne poznaje i nikada ih nije vidio i ne može sa sigurnošću da tvrdi da su oni te večeri pokušali da vrše obijanje.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
129,129,vidio je da su na nekom otvoru gdje se nalaze metalne šipke pokušali ulazak u fabriku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
130,130,gdje postoje mnoge vrijedne stvari.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
131,131,na pretresu je dodao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
132,132,da nakon što su ova dva lica iz kruga njegove fabrike pobjegli u pravcu fabrike „k.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
133,133,pošao je za njima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
134,134,ali nije mogao da ih stigne i nije mu poznato,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
135,135,da li su bili u alkoholisanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
136,136,a kako su bježali,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
137,137,misli da nijesu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
138,138,obzirom da je na pretresu vidio optužene nije mogao da kaže da su to ta lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
139,139,jedno lice je bilo visoko i mršavo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
140,140,dok je optuženi h. nešto krupniji od tog lica,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
141,141,takođe ni optuženi š. ne liči na drugo lice.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
142,142,čuo je kako su počinioci lupali štemajzima i lomili gvožđe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
143,143,a dok su bježali sa lica mjesta u rukama nijesu imali ništa.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
144,144,svjedok n. a.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
145,145,u svojoj izjavi datoj tokom postupka je istakao da radi kao radnik obezbeđenja u fabrici „n.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
146,146,a predmetnog dana je dobio informaciju od kolega koji su angažovani kao čuvari dijela fabrike koja pripada opštini,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
147,147,da se neko od nepoznatih lica kreće u krugu fabrike,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
148,148,a obzirom da je bio mrak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
149,149,pozvao je svoje kolege da sa njima vidi o čemu se radi.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
150,150,obišli su teren i došli na lice mjesta,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
151,151,gdje su videli da je prozor koji je bio zaštićen metalnom rešetkom provaljen,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
152,152,na način što je metalna rešetka sklonjena sa istog.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
153,153,nije vidio nikog da se kreće u krugu fabrike.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
154,154,nije mu poznato da li je išta nestalo iz objekta.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
155,155,sud je prihvatio iskaze prednjih svjedoka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
156,156,ali na osnovu istih nije mogao zaključiti da su optuženi izvršili krivično djelo bliže opisano pod stavom ii izreke presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
157,157,posebno vodeći računa da je svjedok r. m. istakao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
158,158,da optuženi ne liče na lica koja su te večeri pobjegla sa lica mjesta,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
159,159,te da su ova lica pobjegla trčećim korakom i on nije mogao da ih stigne,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
160,160,a na osnovu iskaza policajaca up pj berane je utvrđeno da su optuženi bili u alkoholisanom stanju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
161,161,te da optuženi a. š. čak nije mogao ni da hoda,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
162,162,a ne da trči.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
163,163,tako je svjedok n. s.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
164,164,u izjavi datoj na glavnom pretresu istakao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,0
165,165,da je predmetne večeri,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10152.txt,1
